id,text,transcript,filename,tts_distance
187,they were fascinating stories each of them lived out his destiny to the end,they were fascinating stories each of them lived out his destiny to the aid,k_generated_audio/tts2024-03-09--09-37-51/they were fascinating stories each of them lived out his destiny to the end.wav,2
188,the vision vanished immediately but it had shaken him,the vision vanished immediately but it had shaken handinhand,k_generated_audio/tts2024-03-09--09-37-51/the vision vanished immediately but it had shaken him.wav,8
189,one can imagine these two covered with sand running up the little street in the bright sunlight,one can imagine these two covered with sand running up the little street in the bright sunlight,k_generated_audio/tts2024-03-09--09-37-51/one can imagine these two covered with sand running up the little street in the bright sunlight.wav,0
190,crooks dont pay taxes,crooks dont pay taxes,k_generated_audio/tts2024-03-09--09-37-51/crooks dont pay taxes.wav,0
191,the omens had told him so,the olmontek told him said,k_generated_audio/tts2024-03-09--09-37-51/the omens had told him so.wav,10
192,but the boy knew that he was referring to fatima,but the boy knew that he was referring to fafing,k_generated_audio/tts2024-03-09--09-37-51/but the boy knew that he was referring to fatima.wav,3
193,the arab accepted them without a word,the arrowbeck sifted them without a word,k_generated_audio/tts2024-03-09--09-37-51/the arab accepted them without a word.wav,10
194,but that was simply because my eye was tired,but that was simply because my hours tired what did,k_generated_audio/tts2024-03-09--09-37-51/but that was simply because my eye was tired.wav,15
195,welcome to daves guitar session,welcome to daves guitar session,k_generated_audio/tts2024-03-09--09-37-51/welcome to daves guitar session.wav,0
196,is that job still open,is that job still open,k_generated_audio/tts2024-03-09--09-37-51/is that job still open.wav,0
197,when he was a child that man wanted to travel too,when he was a child that man wanted to travel to,k_generated_audio/tts2024-03-09--09-37-51/when he was a child that man wanted to travel too.wav,1
198,he believed in omens,he believed in almost,k_generated_audio/tts2024-03-09--09-37-51/he believed in omens.wav,5
199,on top of all that the weeds keep growing and the garbage has to be taken out,on top of all that the weeds keep growing and the guard it has to be taken at,k_generated_audio/tts2024-03-09--09-37-51/on top of all that the weeds keep growing and the garbage has to be taken out.wav,7
200,but a lovely chap,but a lovely change,k_generated_audio/tts2024-03-09--09-37-51/but a lovely chap.wav,3
201,at that time it was quite clear in my own mind that the thing had come from the planet mars,at that time it was quite clear in my own mind that the thing had come from the planet moosh,k_generated_audio/tts2024-03-09--09-37-51/at that time it was quite clear in my own mind that the thing had come from the planet mars.wav,3
202,thats not so bad,thats not so bad,k_generated_audio/tts2024-03-09--09-37-51/thats not so bad.wav,0
203,how strange africa is thought the boy,has strange africas thought the bar,k_generated_audio/tts2024-03-09--09-37-51/how strange africa is thought the boy.wav,6
204,he had seen the shooting star and was persuaded that a meteorite lay somewhere nearby,he had seen the shooting star and was persuaded that a media riot lay somewhere near,k_generated_audio/tts2024-03-09--09-37-51/he had seen the shooting star and was persuaded that a meteorite lay somewhere nearby.wav,8
205,for every ten dead men among our enemies you will receive a piece of gold,for every ten dead men and men are enemies you will receive a piece of gold,k_generated_audio/tts2024-03-09--09-37-51/for every ten dead men among our enemies you will receive a piece of gold.wav,8
206,and eventually man will nourish your sands where the game will once again flourish,and eventually man will nourish your sins where the game will once again flourish,k_generated_audio/tts2024-03-09--09-37-51/and eventually man will nourish your sands where the game will once again flourish.wav,2
207,the alchemists spent years in their laboratories observing the fire that purified the metals,the alchemists spent years in their laboratories observing the fire that purified the metals,k_generated_audio/tts2024-03-09--09-37-51/the alchemists spent years in their laboratories observing the fire that purified the metals.wav,0
208,were just slowly plodding through some user interviews at the moment,were just slowly plotting through some user interviews at the moment,k_generated_audio/tts2024-03-09--09-37-51/were just slowly plodding through some user interviews at the moment.wav,2
209,any decent editor can show you line numbers and let you jump to a specific line,any decent editor can show you line numbers and let you jump to a specific line,k_generated_audio/tts2024-03-09--09-37-51/any decent editor can show you line numbers and let you jump to a specific line.wav,0
210,im going into the desert the man answered turning back to his reading,in going into the desert the men and sir turning back to his ready,k_generated_audio/tts2024-03-09--09-37-51/im going into the desert the man answered turning back to his reading.wav,11
211,it was such a gradual movement that he found it only by noticing the dots,it was such a gradual movement that he found it only by noticing the dots,k_generated_audio/tts2024-03-09--09-37-51/it was such a gradual movement that he found it only by noticing the dots.wav,0
212,the englishman was unable to sleep one night,the englishman was unable to sleep one night,k_generated_audio/tts2024-03-09--09-37-51/the englishman was unable to sleep one night.wav,0
213,maybe tomorrow said the boy moving away,maybe tomorrow said the boy moving away,k_generated_audio/tts2024-03-09--09-37-51/maybe tomorrow said the boy moving away.wav,0
214,i want my garden to be filled with roses petunias and passion flowers,i want my garden to be filled with roses platoonies and passion flowers,k_generated_audio/tts2024-03-09--09-37-51/i want my garden to be filled with roses petunias and passion flowers.wav,5
215,and we had a bite,and we head a bike,k_generated_audio/tts2024-03-09--09-37-51/and we had a bite.wav,2
216,mr and mrs nate joined the red cross and sewed,mr and mrs nadion the red cross and saw,k_generated_audio/tts2024-03-09--09-37-51/mr and mrs nate joined the red cross and sewed.wav,10
217,throughout the entire day we will be on the lookout for our enemies,throughout the entire day we will be on the lookout for our enemy games,k_generated_audio/tts2024-03-09--09-37-51/throughout the entire day we will be on the lookout for our enemies.wav,5
218,just as your grandfather taught you,just as your grandfather taught,k_generated_audio/tts2024-03-09--09-37-51/just as your grandfather taught you.wav,4
219,the model has effectively three fully connected layers,the model has effectively three fully connected layers,k_generated_audio/tts2024-03-09--09-37-51/the model has effectively three fully connected layers.wav,0
220,he saw that fatimas eyes were filled with tears,he saw that fatimas eyes were filled with tears,k_generated_audio/tts2024-03-09--09-37-51/he saw that fatimas eyes were filled with tears.wav,0
221,two days later the merchant spoke to the boy about the display,two days later the merchant spoke to the boy about the display,k_generated_audio/tts2024-03-09--09-37-51/two days later the merchant spoke to the boy about the display.wav,0
222,the night was warm and i was thirsty,the night was warm and i was thirsty,k_generated_audio/tts2024-03-09--09-37-51/the night was warm and i was thirsty.wav,0
223,as he did so he talked with the monk about the tribal wars,as he did so he talked with the monk about the tribal walls,k_generated_audio/tts2024-03-09--09-37-51/as he did so he talked with the monk about the tribal wars.wav,2
224,as he looked at the stones he felt relieved for some reason,as he looked at the stones he felt relieved for some reason,k_generated_audio/tts2024-03-09--09-37-51/as he looked at the stones he felt relieved for some reason.wav,0
225,it was very hard for her to focus,it was very hard for her to focus,k_generated_audio/tts2024-03-09--09-37-51/it was very hard for her to focus.wav,0
226,during the third year the omens will continue to speak of your treasure and your destiny,during the third year the almonds will continue to speak of your treasure and your destiny,k_generated_audio/tts2024-03-09--09-37-51/during the third year the omens will continue to speak of your treasure and your destiny.wav,4
227,the wind has many names,the wind has many names,k_generated_audio/tts2024-03-09--09-37-51/the wind has many names.wav,0
228,i promised that i would make my own decisions he said to himself,i promised that i would make my own decisions he said to himself,k_generated_audio/tts2024-03-09--09-37-51/i promised that i would make my own decisions he said to himself.wav,0
229,thats why im here in the middle of het desert,thats why im here in the middle of head deserts,k_generated_audio/tts2024-03-09--09-37-51/thats why im here in the middle of het desert.wav,3
230,might just as well be,might just as well be,k_generated_audio/tts2024-03-09--09-37-51/might just as well be.wav,0
231,the shop is closed on mondays,the shot is closed on mondays,k_generated_audio/tts2024-03-09--09-37-51/the shop is closed on mondays.wav,1
232,he felt uneasy at the mans presence,he failed uneasy at the mans presence,k_generated_audio/tts2024-03-09--09-37-51/he felt uneasy at the mans presence.wav,4
233,lets have your story,lets have you a store of,k_generated_audio/tts2024-03-09--09-37-51/lets have your story.wav,6
234,it was a bundle of money,it was a bundle of money,k_generated_audio/tts2024-03-09--09-37-51/it was a bundle of money.wav,0
235,on the first day he returned with a rabbit and on the second with two birds,on the first day he returned with a rabbit and on the second with two birds,k_generated_audio/tts2024-03-09--09-37-51/on the first day he returned with a rabbit and on the second with two birds.wav,0
236,the boy was relieved,the boys relief,k_generated_audio/tts2024-03-09--09-37-51/the boy was relieved.wav,6
237,if you still dont know what recursion is read this sentence again,if you still dont know what recursion is read this sentence again,k_generated_audio/tts2024-03-09--09-37-51/if you still dont know what recursion is read this sentence again.wav,0
238,the thief wasnt there and the owner brought him a cup of tea,the thief was there and the owner brought him a cup of teeth,k_generated_audio/tts2024-03-09--09-37-51/the thief wasnt there and the owner brought him a cup of tea.wav,5
239,they are so used to me that they know my schedule he muttered,they are so used to me that they know my schedule he metered,k_generated_audio/tts2024-03-09--09-37-51/they are so used to me that they know my schedule he muttered.wav,2
240,the monk was irritated,the monk was irritate,k_generated_audio/tts2024-03-09--09-37-51/the monk was irritated.wav,1
241,a shepherd may like to travel but he should never forget about his sheep,a shepherd may like to travel but he should never forget about his sheesh,k_generated_audio/tts2024-03-09--09-37-51/a shepherd may like to travel but he should never forget about his sheep.wav,2
242,its practically up there now,its practically up there namn,k_generated_audio/tts2024-03-09--09-37-51/its practically up there now.wav,3
243,as i watched the planet seemed to grow larger and smaller,as i watched the planet seem to grow larger and small,k_generated_audio/tts2024-03-09--09-37-51/as i watched the planet seemed to grow larger and smaller.wav,4
244,came to the bar he had entered on his first day there,came to the bar he had entered on his first day there,k_generated_audio/tts2024-03-09--09-37-51/came to the bar he had entered on his first day there.wav,0
245,the boy tried to read what was written in the sand,the boy tried to read what was written in the sand,k_generated_audio/tts2024-03-09--09-37-51/the boy tried to read what was written in the sand.wav,0
246,i read only what the birds wanted to tell me,ive read only what the birds wanted to tell me,k_generated_audio/tts2024-03-09--09-37-51/i read only what the birds wanted to tell me.wav,2
247,he stuck his hand into the pouch and felt around for one of the stones,east duck is hand into the patch and felt around for one of the stones,k_generated_audio/tts2024-03-09--09-37-51/he stuck his hand into the pouch and felt around for one of the stones.wav,7
248,it spread through the planets atmosphere and obscured its more familiar features,its spread through the planets atmosphere and obscured its more familiar features,k_generated_audio/tts2024-03-09--09-37-51/it spread through the planets atmosphere and obscured its more familiar features.wav,1
249,an important difference is the amount of experiences that is to say inputs,and important differences the amount of experiences that is to say in post,k_generated_audio/tts2024-03-09--09-37-51/an important difference is the amount of experiences that is to say inputs.wav,7
250,you have a mania for simplifying everything answered the englishman irritated,you have a lady for simplifying everything answered the englishman irritated,k_generated_audio/tts2024-03-09--09-37-51/you have a mania for simplifying everything answered the englishman irritated.wav,4
251,where she used to live,where she used to lose,k_generated_audio/tts2024-03-09--09-37-51/where she used to live.wav,2
252,at once he connected the two incidents,at once he connected the two incidents,k_generated_audio/tts2024-03-09--09-37-51/at once he connected the two incidents.wav,0
253,when he was a child that man wanted to travel too,when he was a child that man wanted to travel to,k_generated_audio/tts2024-03-09--09-37-51/when he was a child that man wanted to travel too.wav,1
254,he did find it soon after dawn and not far from the sand pits,he defied it soon after dumb and not far from the centipids,k_generated_audio/tts2024-03-09--09-37-51/he did find it soon after dawn and not far from the sand pits.wav,12
255,i have already found my treasure,i have already found my treasure,k_generated_audio/tts2024-03-09--09-37-51/i have already found my treasure.wav,0
256,the boy was becoming nervous,the boys becoming nervous,k_generated_audio/tts2024-03-09--09-37-51/the boy was becoming nervous.wav,3
257,who is your friend the chief asked,who is your friend the chief asked,k_generated_audio/tts2024-03-09--09-37-51/who is your friend the chief asked.wav,0
258,the only shadow was that of the few scattered pine trees,the only shadow was that of the few scattered pine trees,k_generated_audio/tts2024-03-09--09-37-51/the only shadow was that of the few scattered pine trees.wav,0
259,before guns were invented armies had to throw bullets at each other and if a bullet touched you you had to sit out until the next war,before guns were invented armies had to throw bullets at each other and if a bullet touched you had to sit out until the next war,k_generated_audio/tts2024-03-09--09-37-51/before guns were invented armies had to throw bullets at each other and if a bullet touched you you had to sit out until the next war.wav,4
260,my seven year resume gap is marked not drugs,my seven year resume gap is mark knox drugs,k_generated_audio/tts2024-03-09--09-37-51/my seven year resume gap is marked not drugs.wav,4
261,they play duets together,they play duvets to get aid,k_generated_audio/tts2024-03-09--09-37-51/they play duets together.wav,6
262,he didnt know the man yet but his practiced eye would recognize him when he appeared,he didnt know the man yet but his practice time would recognize him when he appeared,k_generated_audio/tts2024-03-09--09-37-51/he didnt know the man yet but his practiced eye would recognize him when he appeared.wav,4
263,ill be right back,leave right back,k_generated_audio/tts2024-03-09--09-37-51/ill be right back.wav,4
264,she needs to get her transcripts and passport first,she needs to get her transcripts and passport first,k_generated_audio/tts2024-03-09--09-37-51/she needs to get her transcripts and passport first.wav,0
265,well have something to drink and eat these hawks,will have something to drink and eat these hops,k_generated_audio/tts2024-03-09--09-37-51/well have something to drink and eat these hawks.wav,4
266,the orange fruit is not yet ripened,the orange frit is not yet ripened it,k_generated_audio/tts2024-03-09--09-37-51/the orange fruit is not yet ripened.wav,4
267,i myself heard nothing of that,i might selfheard nothing of that,k_generated_audio/tts2024-03-09--09-37-51/i myself heard nothing of that.wav,6
268,you cant go any farther one of them said,you cant go away ford one of them said,k_generated_audio/tts2024-03-09--09-37-51/you cant go any farther one of them said.wav,7
269,hires two personal trainers and make one of them train the other one,powers to personal trainers and make one of them train the other one,k_generated_audio/tts2024-03-09--09-37-51/hires two personal trainers and make one of them train the other one.wav,5
270,the old man wore a breastplate of gold and he knew about my past,the old man wore a breastplate of gold and he knew about my past,k_generated_audio/tts2024-03-09--09-37-51/the old man wore a breastplate of gold and he knew about my past.wav,0
271,another trick the boy thought,another trick the boy third,k_generated_audio/tts2024-03-09--09-37-51/another trick the boy thought.wav,5
272,the first baseman dropped the ball,the first basement drop the bolt,k_generated_audio/tts2024-03-09--09-37-51/the first baseman dropped the ball.wav,7
273,he paused for a moment to see if the woman knew what the egyptian pyramids were,he paused for a moment to see if the woman knew what the egyptian pyramids were,k_generated_audio/tts2024-03-09--09-37-51/he paused for a moment to see if the woman knew what the egyptian pyramids were.wav,0
274,the boy noticed that the owner of the bar stood nearby listening attentively to their conversation,the boy noticed that the owner of the bar stood nearby listening attentively to their conversation,k_generated_audio/tts2024-03-09--09-37-51/the boy noticed that the owner of the bar stood nearby listening attentively to their conversation.wav,0
275,is it for further automatic processing,is it for further automatic processing,k_generated_audio/tts2024-03-09--09-37-51/is it for further automatic processing.wav,0
276,once to the thief and once to the general,wants to the thief and wants to the general,k_generated_audio/tts2024-03-09--09-37-51/once to the thief and once to the general.wav,8
277,from then on the boy understood his heart,from then on the boy understood his heart,k_generated_audio/tts2024-03-09--09-37-51/from then on the boy understood his heart.wav,0
278,of course hes coming back here,of course has coming back,k_generated_audio/tts2024-03-09--09-37-51/of course hes coming back here.wav,6
279,theyre just a pile of stones,theyre just a pile of stones,k_generated_audio/tts2024-03-09--09-37-51/theyre just a pile of stones.wav,0
280,i read only what the birds wanted to tell me,i read only what the birds wanted to tell me,k_generated_audio/tts2024-03-09--09-37-51/i read only what the birds wanted to tell me.wav,0
281,then who are you,than who are ye,k_generated_audio/tts2024-03-09--09-37-51/then who are you.wav,3
282,the night was warm and i was thirsty,the night was warm and i was thirsty,k_generated_audio/tts2024-03-09--09-37-51/the night was warm and i was thirsty.wav,0
283,there were three hundred wells fifty thousand date trees and innumerable colored tents spread among them,there were 300 wells 50000 day trees and a new onable colored tents spread among them,k_generated_audio/tts2024-03-09--09-37-51/there were three hundred wells fifty thousand date trees and innumerable colored tents spread among them.wav,36
284,ill bet you dont really need those,well bet you dont really need the pose the bed,k_generated_audio/tts2024-03-09--09-37-51/ill bet you dont really need those.wav,13
285,the peak of this mountain is over two thousand meters above sea level,the peak of this mountain is over 2000 feeters above sea level above the sea level,k_generated_audio/tts2024-03-09--09-37-51/the peak of this mountain is over two thousand meters above sea level.wav,26
286,the boy watched the exchange with fascination,the boy watched the exchange with fascination,k_generated_audio/tts2024-03-09--09-37-51/the boy watched the exchange with fascination.wav,0
287,it required no explanation just as the universe needs none as it travels through endless time,it required no explanation just as the universe needs none as it travels through endless time,k_generated_audio/tts2024-03-09--09-37-51/it required no explanation just as the universe needs none as it travels through endless time.wav,0
288,i wont say anything,i wont say anything,k_generated_audio/tts2024-03-09--09-37-51/i wont say anything.wav,0
289,i always have both,ive always have both both,k_generated_audio/tts2024-03-09--09-37-51/i always have both.wav,7
290,he didnt want to cry with the other people there,he didnt want to cry with the other people they,k_generated_audio/tts2024-03-09--09-37-51/he didnt want to cry with the other people there.wav,2
291,listen to your heart,listen to you hard hurt,k_generated_audio/tts2024-03-09--09-37-51/listen to your heart.wav,6
292,im dying for what i believe,in dying for what i believe,k_generated_audio/tts2024-03-09--09-37-51/im dying for what i believe.wav,1
293,the tea seemed less bitter,the tea seemed less bitter,k_generated_audio/tts2024-03-09--09-37-51/the tea seemed less bitter.wav,0
294,our clothes are dry,a close or draw,k_generated_audio/tts2024-03-09--09-37-51/our clothes are dry.wav,10
295,thats the principle that governs all things he said,thats the principle that governs all things he said,k_generated_audio/tts2024-03-09--09-37-51/thats the principle that governs all things he said.wav,0
296,the invaders carried the name everywhere the beautiful girl spoke of the invaders with pride,the invaders carried the name everywhere the beautiful girl spoke of the invaders with pride,k_generated_audio/tts2024-03-09--09-37-51/the invaders carried the name everywhere the beautiful girl spoke of the invaders with pride.wav,0
297,they were relieved and happy,they were relieved and had them,k_generated_audio/tts2024-03-09--09-37-51/they were relieved and happy.wav,6
298,a part of me is also trying to come to terms with the fact that i wont be able to travel as much anymore,a part of me is also trying to come to terms with the fact that i want to be able to travel as much animal,k_generated_audio/tts2024-03-09--09-37-51/a part of me is also trying to come to terms with the fact that i wont be able to travel as much anymore.wav,8
299,what did i tell you,what did i tell you,k_generated_audio/tts2024-03-09--09-37-51/what did i tell you.wav,0
300,sadly my dream of becoming a squirrel whisperer may never happen,sadly my dream of becoming a squirrel whisper may never happen,k_generated_audio/tts2024-03-09--09-37-51/sadly my dream of becoming a squirrel whisperer may never happen.wav,2
301,he tried again to concentrate on the pink shades of the desert and its stones,he tried again to concentrate on the pink shades of the desert and its stones,k_generated_audio/tts2024-03-09--09-37-51/he tried again to concentrate on the pink shades of the desert and its stones.wav,0
302,a monk dressed in black came to the gates,a moat dressed in black came to the gates,k_generated_audio/tts2024-03-09--09-37-51/a monk dressed in black came to the gates.wav,2
303,then the thing came upon him in a flash,then the finkema pond him in a flight,k_generated_audio/tts2024-03-09--09-37-51/then the thing came upon him in a flash.wav,12
304,the boy noticed that the mans clothing was strange,the boy noticed that the mans clothing was strange,k_generated_audio/tts2024-03-09--09-37-51/the boy noticed that the mans clothing was strange.wav,0
305,scattered groups of people were hurrying from the direction of woking,scattered groups of people were hurrying from the direction of walking,k_generated_audio/tts2024-03-09--09-37-51/scattered groups of people were hurrying from the direction of woking.wav,2
306,the hull of the ship collapsed,the whole of the ship collects,k_generated_audio/tts2024-03-09--09-37-51/the hull of the ship collapsed.wav,8
307,somebody had returned my lost credit card to the bank,somebody had returned my lost credit card to the band,k_generated_audio/tts2024-03-09--09-37-51/somebody had returned my lost credit card to the bank.wav,1
308,all youve got to do is talk to him,all we have to do is talk to him,k_generated_audio/tts2024-03-09--09-37-51/all youve got to do is talk to him.wav,8
309,the englishman didnt answer him directly,the englishman did dance or him directly,k_generated_audio/tts2024-03-09--09-37-51/the englishman didnt answer him directly.wav,7
310,i can clean up those glasses in the window if you want said the boy,i can clean up those glasses in the window if you want to set the bulb the bulb,k_generated_audio/tts2024-03-09--09-37-51/i can clean up those glasses in the window if you want said the boy.wav,17
311,at the first glance it was really not very exciting,at the first glance it was really not very exciting,k_generated_audio/tts2024-03-09--09-37-51/at the first glance it was really not very exciting.wav,0
312,whats this the end of the eighth,whats this the end of the aid a year,k_generated_audio/tts2024-03-09--09-37-51/whats this the end of the eighth.wav,9
313,and there were dunes rocks and plants that insisted on living where survival seemed impossible,and there were dooms rocks and plants that insisted on living where survival seemed impossible,k_generated_audio/tts2024-03-09--09-37-51/and there were dunes rocks and plants that insisted on living where survival seemed impossible.wav,3
314,because youll know its dreams and wishes and will know how to deal with them,because youll know its dreams and wishes and well know how to deal with the vow,k_generated_audio/tts2024-03-09--09-37-51/because youll know its dreams and wishes and will know how to deal with them.wav,5
315,i have disabled some of the certificate authorities but theyre not grayed out in this list,i have disabled some of the certificate authorities but theyre not great out in this list,k_generated_audio/tts2024-03-09--09-37-51/i have disabled some of the certificate authorities but theyre not grayed out in this list.wav,4
316,the streamer of gas came out towards us,the streamer of gas came out towards os,k_generated_audio/tts2024-03-09--09-37-51/the streamer of gas came out towards us.wav,1
317,you told me that,you told me,k_generated_audio/tts2024-03-09--09-37-51/you told me that.wav,5
318,im going to miss annie,in going to missing,k_generated_audio/tts2024-03-09--09-37-51/im going to miss annie.wav,6
319,he put his headcloth in place and secured it with a ring made of camel skin,he put his head cloth in place and secured it with a ring made of camels skate,k_generated_audio/tts2024-03-09--09-37-51/he put his headcloth in place and secured it with a ring made of camel skin.wav,5
320,and your camels will bring you wealth and power,and your camels will bring you wealth and power,k_generated_audio/tts2024-03-09--09-37-51/and your camels will bring you wealth and power.wav,0
321,were having hamburgers,were having hamburgers,k_generated_audio/tts2024-03-09--09-37-51/were having hamburgers.wav,0
322,at most they thought that another meteorite had descended,at most they thought that another meteorite had descended,k_generated_audio/tts2024-03-09--09-37-51/at most they thought that another meteorite had descended.wav,0
323,so how will we name all these hurricanes,say how will we name all these hurricanes,k_generated_audio/tts2024-03-09--09-37-51/so how will we name all these hurricanes.wav,2
324,the sea has lived on in this shell because thats its destiny,the sea has loved on in this shell because thats its destiny,k_generated_audio/tts2024-03-09--09-37-51/the sea has lived on in this shell because thats its destiny.wav,1
325,moist soil is good for the flora,moist soil is good for the floor,k_generated_audio/tts2024-03-09--09-37-51/moist soil is good for the flora.wav,2
326,i understand that it is your dataset and that it is new,i understand it is your data set and that it is in z,k_generated_audio/tts2024-03-09--09-37-51/i understand that it is your dataset and that it is new.wav,9
327,nobodys going to rush me into anything,nobodys going to rush me into anything,k_generated_audio/tts2024-03-09--09-37-51/nobodys going to rush me into anything.wav,0
328,i was scared but wasted no time in going out and crossing the bridge to the sand pits,i was scared but wasted no time in going out and crossing the bridge to the sand pit,k_generated_audio/tts2024-03-09--09-37-51/i was scared but wasted no time in going out and crossing the bridge to the sand pits.wav,1
329,since the miner had sacrificed everything to his destiny the old man decided to become involved,since the minor had sacrificed everything to his destiny the old man decided to become involved,k_generated_audio/tts2024-03-09--09-37-51/since the miner had sacrificed everything to his destiny the old man decided to become involved.wav,1
330,just what is the lowdown on williams,just what is the load in our williams,k_generated_audio/tts2024-03-09--09-37-51/just what is the lowdown on williams.wav,5
331,its not what enters mens mouths thats evil said the alchemist,its not what enters mens mouths thats evil said the yellow camids,k_generated_audio/tts2024-03-09--09-37-51/its not what enters mens mouths thats evil said the alchemist.wav,10
332,the greatest authority on meteorites stated that the height of its first appearance was about ninety or one hundred miles,the greatest afar to young meteorites stated that the height of its first appearance was about 90 or 100 miles,k_generated_audio/tts2024-03-09--09-37-51/the greatest authority on meteorites stated that the height of its first appearance was about ninety or one hundred miles.wav,26
333,what do you know about that,what do you know about that,k_generated_audio/tts2024-03-09--09-37-51/what do you know about that.wav,0
334,what does that get us,what does that get,k_generated_audio/tts2024-03-09--09-37-51/what does that get us.wav,3
335,the night was warm and i was thirsty,the night was warm and i was thirsty,k_generated_audio/tts2024-03-09--09-37-51/the night was warm and i was thirsty.wav,0
336,love required them to stay with the people they loved,love required them to stay with the people they live,k_generated_audio/tts2024-03-09--09-37-51/love required them to stay with the people they loved.wav,2
337,one night the father had a dream,one night the father had a drape,k_generated_audio/tts2024-03-09--09-37-51/one night the father had a dream.wav,3
338,it didnt change anything,it didnt change anything,k_generated_audio/tts2024-03-09--09-37-51/it didnt change anything.wav,0
339,im not good enough to make this one up,enough good enough to make this one,k_generated_audio/tts2024-03-09--09-37-51/im not good enough to make this one up.wav,9
340,hes doing it because its what he wants to do,as doing it because its what he wants to do,k_generated_audio/tts2024-03-09--09-37-51/hes doing it because its what he wants to do.wav,2
341,let me comb your hair,let me comb your hair,k_generated_audio/tts2024-03-09--09-37-51/let me comb your hair.wav,0
342,sometimes theres just no way to hold back the river,sometimes theres just no way to hold back the rearviewer,k_generated_audio/tts2024-03-09--09-37-51/sometimes theres just no way to hold back the river.wav,6
343,therell be no red uprising,vir will be no red apricier,k_generated_audio/tts2024-03-09--09-37-51/therell be no red uprising.wav,10
344,her height helped her with her fighting,her height helped her with her fighter,k_generated_audio/tts2024-03-09--09-37-51/her height helped her with her fighting.wav,3
345,but finally the merchant appeared and asked the boy to shear four sheep,but finally the merchant appeared and asked the boy to share for sheesh,k_generated_audio/tts2024-03-09--09-37-51/but finally the merchant appeared and asked the boy to shear four sheep.wav,5
346,it seemed so safe and tranquil,it seems so safe and tranquil,k_generated_audio/tts2024-03-09--09-37-51/it seemed so safe and tranquil.wav,2
347,then suddenly they kneel and die,then suddenly they kneel in dead,k_generated_audio/tts2024-03-09--09-37-51/then suddenly they kneel and die.wav,5
348,goats always have a better view,goats always have a better view,k_generated_audio/tts2024-03-09--09-37-51/goats always have a better view.wav,0
349,theyre not concerned with that right now,theyre not concerned with that right now,k_generated_audio/tts2024-03-09--09-37-51/theyre not concerned with that right now.wav,0
350,what do you think of that,what do you think of that,k_generated_audio/tts2024-03-09--09-37-51/what do you think of that.wav,0
351,i would have won the junior olympics if not for those medaling kids,i would have won the junior olympics if not for those meddling kids,k_generated_audio/tts2024-03-09--09-37-51/i would have won the junior olympics if not for those medaling kids.wav,1
352,the turf and gravel around it seemed charred as if by a sudden explosion,the turf and gravel round its seam chart as if by a sudden explosions,k_generated_audio/tts2024-03-09--09-37-51/the turf and gravel around it seemed charred as if by a sudden explosion.wav,9
353,how long is it,how long it is,k_generated_audio/tts2024-03-09--09-37-51/how long is it.wav,2
354,but my heart is agitated the boy said,but my heart is agitated the boys seat,k_generated_audio/tts2024-03-09--09-37-51/but my heart is agitated the boy said.wav,4
355,i need you to be spontaneous he asked me out to din din,i need you to be spontaneous he asked me out to ding ding,k_generated_audio/tts2024-03-09--09-37-51/i need you to be spontaneous he asked me out to din din.wav,2
356,it was dropping off in flakes and raining down on the sand,it was dropping off in flakes and raining down on the sand and dirt,k_generated_audio/tts2024-03-09--09-37-51/it was dropping off in flakes and raining down on the sand.wav,9
357,where you got him,where you got it here with,k_generated_audio/tts2024-03-09--09-37-51/where you got him.wav,10
358,then i dont get paid,then i dont get paid,k_generated_audio/tts2024-03-09--09-37-51/then i dont get paid.wav,0
359,we dont know when the war will end so we cant continue our journey he said,we dont know when the war will and so we cant continue our journey he say,k_generated_audio/tts2024-03-09--09-37-51/we dont know when the war will end so we cant continue our journey he said.wav,3
360,his new friend pushed the owner aside and pulled the boy outside with him,his new friend pushed the loner aside and told the boy outside with him,k_generated_audio/tts2024-03-09--09-37-51/his new friend pushed the owner aside and pulled the boy outside with him.wav,6
361,wheres the old goat,wheres the old gold,k_generated_audio/tts2024-03-09--09-37-51/wheres the old goat.wav,2
362,the boy stepped closer to the girl and when she smiled he did the same,the boy stepped closer to the girl and when she smiled he did the seat,k_generated_audio/tts2024-03-09--09-37-51/the boy stepped closer to the girl and when she smiled he did the same.wav,3
363,my name is melchizedek said the old man,my name is melchazidik sent the old man,k_generated_audio/tts2024-03-09--09-37-51/my name is melchizedek said the old man.wav,6
364,then you taught me something of the universal language and the soul of the world,then you taught me something of the universal language and the soul of the world,k_generated_audio/tts2024-03-09--09-37-51/then you taught me something of the universal language and the soul of the world.wav,0
365,then suppose you give me the money,and suppose you give me the money,k_generated_audio/tts2024-03-09--09-37-51/then suppose you give me the money.wav,4
366,she set it on the shelf and there it stayed,she said it on the shelf and there it stayed,k_generated_audio/tts2024-03-09--09-37-51/she set it on the shelf and there it stayed.wav,3
367,she likes you well enough to stick around,she likes you well enough to stick it ari,k_generated_audio/tts2024-03-09--09-37-51/she likes you well enough to stick around.wav,6
368,the boy was strong and wanted to retaliate but he was in a foreign country,the boy was strong and wanted to retaliate that he was in a foreign country,k_generated_audio/tts2024-03-09--09-37-51/the boy was strong and wanted to retaliate but he was in a foreign country.wav,3
369,so you know about love the boy said,so you know about love the boys say,k_generated_audio/tts2024-03-09--09-37-51/so you know about love the boy said.wav,3
